code,points,name,group,subgroup
74003B,9761,闌尾瘻管關閉 Closure of appendiceal fistula,第七節,1.執行人員及醫院資格須通過衛生福利部（前衛生署）小腸移植
74004B,11433,腹腔鏡闌尾切除術 Laparoscopic appendectomy,第七節,1.執行人員及醫院資格須通過衛生福利部（前衛生署）小腸移植
74005B,12416,腹腔鏡闌尾膿瘍之引流 Laparoscopic drainage of appendiceal abscess,第七節,1.執行人員及醫院資格須通過衛生福利部（前衛生署）小腸移植
74201C,3206,直腸周圍膿瘍之切開引流 Incision and drainage for periproctal abscess,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74202C,2520,直腸活體組織切片 Rectal incisional biopsy 註：針刺切片(needle biopsy)比照辦理。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74203C,12509,直腸裂傷或損傷之修補 Repair of rectal laceration or injury 註：直腸瘻管修補(Repair of Rectal fistula)比照申請。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74204B,10512,"直腸固定術 Thiersh or Delorme, Rectopexy by stitches fixation",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74205B,35315,根治性直腸切除術 (含骨盆腔淋巴腺切除術) Radical protectomy with pelvic lymph node dissection,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74206B,20980,－ 良性 benign,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74207C,8213,經直腸大腸息肉切除術 Transrectal colonic Polypectomy 註： 1.適應症： (1)內視鏡切除後之疤痕殘留腫瘤性息肉，以49027C、49032C、 49033C或72050B清除仍無法成功者。 (2)至少有一顆息肉大於一公分且為困難型息肉(例如扁平型、沒 有根蒂息肉)。 2.限外科專科醫師執行。 3.須檢附報告及照片，且照片內容至少須包括下列三項： (1)切除前病灶整體型態。 (2)切除後傷口。 (3)息肉切除含尺之相片。 4.不得同時申報49027C、49032C及49033C。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74208B,16293,"直腸脫出根治手術（經會陰接近及吻合） Rectal procidentia, perineal approach ,with resection & anastomosis",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74209B,18948,"直腸脫出手術（腹部接近） Rectal procidentia, abdominal approach 註：Ripstein方式比照申報。",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74210B,11237,"薦骨與尾骨腫瘤切除，良性 Excision, sacrococcygeal tumor, benign 註：肛門周圍與直腸周圍腫瘤(including Perianal. Perirectal tumor.) 比照申報。",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74211B,14642,直腸上皮絨毛腺腫廣泛性切除術或癌症局部切除 Extensive excision of sacrococcygeal rectal villous adenoma or malignancy 註：直腸後惡性腫瘤 (including retro rectal space tumor)比照申報。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74212B,6952,直腸狹窄整形術 Rectoplasty for stricture or stenosis,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74213B,40511,復原性直腸切除以及直腸、肛門吻合術 Restorative proctectomy with colo-anal anastomosis 註：本項不含加做之大腸或小腸造口（not including colostomy or ileostomy）。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74214B,36197,"復原性大腸直腸切除迴腸儲存袋以及迴腸肛門吻合術 Restorative proctocolectomy, pelvic ileal pouch with ileoanal anastomosis 註：本項不含加做之小腸造口（not including ileostomy）。",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74215B,17111,"直腸膀胱瘻管切除術 Closure fistula,reco-vesical 註：經腹腔做的直腸陰道瘻管( transabdominal closure of rectovaginal fistula)比照辦理。",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74216B,42428,直腸癌腹部會陰聯合切除術,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74217B,27633,乙狀結腸及直腸切除後 Pull through 方法行直腸肛門吻合術 Proctosigmoidectomy with pull through colon anal anastomosis,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74219B,12192,"經尾骨由直腸後部切開行良性病灶切除方法 Posterior proctotomy, transacrococcygeal excision of benign lesion 註：含Kraske和Mason手術方式。",第七節,門吻合術
74220B,14469,"經尾骨由直腸後部切開行直腸癌切除方法 Posterior proctotomy, transacrococcygeal resection of malignant tumor 註：含Kraske和Mason手術方式。",第七節,門吻合術
74221B,63767,腹腔鏡低前位直腸切除術 Laparoscopic low anterior resection of rectum 註： 1.本項不含加做之大腸或小腸造口（not including colostomy or ileostomy）。 2.執行「機械手臂輔助低前位直腸切除術」，須符合下列規範： (1)醫師資格： A.具機械手臂輔助手術系統「大腸直腸外科」認證學會認證 醫師資格。 B.前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認 證方式及認證培訓機構證明)予保險人審核通過。 (2)執行手術之醫師名單應報經保險人核定。 (3)其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74222B,38764,"乙狀結腸及直腸切除後 Pull through 方法行結腸造袋及結腸袋肛 門吻合術 Proctosigmoidectomy with pull through colon anal anastomosis,reconstruction with colonic pouch",第七節,經腹腔鏡乙狀結腸切除術加吻合術
74223B,22303,－ 惡性 malignant,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74224B,58927,腹腔鏡腹部會陰聯合切除術 Laparoscopic combined abdominoperineal resection 註：執行「機械手臂輔助直腸癌腹部會陰聯合切除術」，須符合 下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「大腸直腸外科」認證學會認證醫 師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74225B,26725,腹腔鏡Hartmann氏直腸手術 Laparoscopic Hartmann's operation,第七節,經腹腔鏡乙狀結腸切除術加吻合術
74401C,3622,"皮下瘻管切開術或切除術 Fistulotomy or fistulectomy,simple, subcutaneous 註：指低位之括約肌間瘻管。",第七節,門吻合術
74402C,2235,"肛門括約肌切開術 Sphincterotomy ,anal",第七節,門吻合術
74403C,2248,"肛門裂縫切除術或潰瘍切除術 Fissurectomy or ulcerectomy, anal 註：併或不併肛門括約肌切開(with or without anal sphincterotomy)。",第七節,門吻合術
74404C,1476,－ 單一 single,第七節,門吻合術
74405C,2084,－ 多數 multiple,第七節,門吻合術
74406C,3758,"外痔完全切除術 Hemorrhoidectomy, external",第七節,門吻合術
74407C,4329,"內外痔部份切除術 Hemorrhoidectomy, partial, internal & external",第七節,門吻合術
74408C,1255,－ 單一 single,第七節,門吻合術
74409C,1647,－ 多數 multiple,第七節,門吻合術
74410C,8631,"內外痔完全切除術 Hemorrhoidectomy, internal & external 註：含脫肛治療(including repair of prolaps anus)",第七節,門吻合術
74411C,8007,肛門瘻切除或切開術併痔瘡切除 Anal fistulectomy or fistulotomy with hemorrhoidectomy,第七節,門吻合術
74412C,2236,"外痔血栓切除 Thrombectomy, external hemorrhoid",第七節,門吻合術
74413B,11778,肛門狹窄整形術 Anoplasty for stricture or imperforate,第七節,門吻合術
74414B,16532,肛門括約肌失禁整形術 Sphincteroplasty for anal incontinence,第七節,門吻合術
74415B,6537,APR術後Karlex海棉除去術 Removal of Karlex sponge s/p APR,第七節,門吻合術
74416C,2760,結腸肛門止血術 Check anal or colon bleeding,第七節,門吻合術
74417C,2534,內痔結紮 Internal hemorrhoid ligation,第七節,門吻合術
74418B,11639,肛門重建或整形術以S形蒂狀移植 Anal reconstruction or anoplasty with S-pedicle graft,第七節,門吻合術
74419B,7422,提肛肌折疊術 Levator plication procedure 註：直腸突出修補(Transanal rectocele repair)比照申報。,第七節,門吻合術
74420C,6398,"複雜性皮下瘻管切開術或切除術 Fistulotomy or fistulectomy,complicated, subcutaneous 註：指如高位之括約肌間瘻管，穿括約肌間瘻管，馬蹄形瘻管， 括約肌上及提肛肌上瘻管。",第七節,門吻合術
75001B,10973,"楔狀活體切片（剖腹探查術） Wedge biopsy of liver, laparotomy",第七節,門吻合術
75002B,28933,肝部分切除術 Partial hepatectomy,第七節,門吻合術
75003B,33241,－ 一區域 one segement,第七節,門吻合術
75004B,35914,－ 二區域 two segements,第七節,門吻合術
75005B,54382,－ 三區域 three segements,第七節,門吻合術
75006B,11031,肝囊腫或肝膿瘍引流或造袋術 Drainage or marsupialization of cyst or abscess of liver,第七節,門吻合術
75007B,14291,縫肝術（肝損傷縫合，小於五公分）,第七節,門吻合術
75008B,17292,"縫肝術及總膽管或膽囊之引流術 Hepatorrhaphy, with common duct or gallbladder drainage",第七節,門吻合術
75009B,15696,"縫肝術（複雜肝損傷之縫合或大於五公分） Hepatorrhaphy, suture of liver wound,complicated or >5cm",第七節,門吻合術
75010B,11449,肝動脈結紮 Hepatic artery ligation for liver bleeding,第七節,門吻合術
75011B,21251,肝腸吻合 Hepato-Enterostomy (Longmire Op.),第七節,門吻合術
75012B,20796,肝門靜脈分流術 Portocavo shunt (H-graft),第七節,門吻合術
75014B,17391,Warren氏分流術 Warren's shunt,第七節,門吻合術
75015B,45910,右肝葉切除術 Right lobectomy,第七節,門吻合術
75016B,40888,左肝葉切除術 Left lobectomy,第七節,門吻合術
75017B,66301,擴大右肝葉切除術 Extended right lobectomy,第七節,門吻合術
75018B,65134,擴大左肝葉切除術 Extended left lobectomy,第七節,門吻合術
75019B,13980,"切肝取石術 Hepaticotomy or hepaticostomy, Removal of Calculus",第七節,門吻合術
75021B,49416,屍體捐肝摘取 Cadaveric liver harvest(donor hepatectomy),第七節,門吻合術
75022B,59299,活體捐肝摘取 Partial hepatectomy for livingrelated liver transplantation 註：不得加計急診加成。,第七節,門吻合術
75023B,18584,腹腔鏡肝臟囊腫去頂術,第七節,門吻合術
75024B,19423,"腹腔鏡楔狀肝臟切片 Wedge biopsy of liver,laparoscopy",第七節,門吻合術
75025B,38161,腹腔鏡肝部分切除術 Laparoscopic liver resection - partial hepatectomy 註：執行「機械手臂輔助肝部分切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75026B,50722,－ 一區域 one segment,第七節,門吻合術
75027B,54799,－ 二區域 two segments,第七節,門吻合術
75028B,84096,－ 三區域 three segments,第七節,門吻合術
75029B,21807,"腹腔鏡縫肝術（肝損傷縫合，小於五公分） Laparoscopic hepatorrhaphy,suture of liver wound < 5 cm",第七節,門吻合術
75030B,70844,腹腔鏡右肝葉切除術 Laparoscopic liver resection - right lobectomy 註：執行「機械手臂輔助右肝葉切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75031B,63093,腹腔鏡左肝葉切除術 Laparoscopic liver resection - left lobectomy 註：執行「機械手臂輔助左肝葉切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢,第七節,門吻合術
75034B,90483,腹腔鏡活體捐肝摘取 Laparoscopic living donor hepatectomy 註： 1.不得加計急診加成。 2.執行「機械手臂輔助肝臟移植—活體捐肝摘取」，須符合下列 規範： (1)醫師資格： A.具機械手臂輔助手術系統「消化外科」認證學會認證醫師 資格。 B.前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認 證方式及認證培訓機構證明)予保險人審核通過。 (2)執行手術之醫師名單應報經保險人核定。 (3)其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳 者本項不予支付；惟因特殊情形未在規定期限內完成上傳， 可檢具理由後補登錄。,第七節,門吻合術
75201B,8562,膽囊造瘻術 Cholecystostomy,第七節,門吻合術
75202B,13526,膽管截石術（經十二指腸） Choledocholithotomy (transduodenal),第七節,門吻合術
75203B,14736,膽囊切除術 Cholecystectomy,第七節,門吻合術
75204B,18302,總膽管空腸吻合術 Choledochojejunostomy,第七節,門吻合術
75205B,15163,膽囊消化管吻合術 Cholecystoenterostomy,第七節,門吻合術
75206B,21821,總膽管全切除術 Total excision of common bile duct with reconstruction,第七節,門吻合術
75208B,15416,總膽管切開及Ｔ形管引流 Choledochotomy with T-tube drainage,第七節,門吻合術
75209B,25768,總膽管切開摘石術及Ｔ形管引流 Choledocholithotomy with T-tube drainage,第七節,門吻合術
75210B,17168,膽管成形術Choledochoplasty,第七節,門吻合術
75211B,4378,膽道組織檢查切片術,第七節,門吻合術
75212B,19459,總膽管十二指腸吻合術 Choledochoduodenostomy,第七節,門吻合術
75213B,18444,肝外膽管成形術 Plasty of extrahepatic bile duct,第七節,門吻合術
75214B,13259,肝瘻管縫合術 Closure of biliary fistula,第七節,門吻合術
75215B,16209,腹腔鏡膽囊切除術 Laparoscopic cholecystectomy 註：執行「機械手臂輔助膽囊切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75216B,19995,ROUX-EN-Y 總肝管腸吻合術 ROUX-EN-Y hepaticojejunostomy,第七節,門吻合術
75218B,24586,腹腔鏡膽管截石術 Laparoscopic choledocholithotripsy 註： 1.經T-tube者比照申報。 2.執行「機械手臂輔助膽管截石術」，須符合下列規範： (1)醫師資格： A.具機械手臂輔助手術系統「消化外科」認證學會認證醫師,第七節,門吻合術
75219B,27927,腹腔鏡總膽管空腸吻合術 Laparoscopic choledochojejunostomy 註：執行「機械手臂輔助總膽管空腸吻合術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75220B,27824,腹腔鏡總膽管切開摘石術（無或有Ｔ型管引流） Laparoscopic choledocholithotomy with/without placement of T-tube 註：執行「機械手臂輔助總膽管切開摘石術(無或有Ｔ型管引 流)」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者,第七節,門吻合術
75221B,7748,腹腔鏡膽道組織切片術 Laparoscopic biopsy of bile duct,第七節,門吻合術
75222B,28143,腹腔鏡肝外膽管成形術 Laparoscopic plasty of extrahepatic bile duct 註：執行「機械手臂輔助肝外膽管成形術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75401B,9260,胰臟膿瘍或胰炎引流術 Drainage of pancreatic abscess or cyst or pancreatitis,第七節,門吻合術
75402B,7956,胰組織檢查切片 Pancreas incisional biopsy,第七節,門吻合術
75403B,13546,胰臟腫瘤或囊腫切除或摘除術 Excision or enucleation of pancreatic tumor or cyst,第七節,門吻合術
75404B,19882,胰臟尾端部分切除術 Distal partial pancreatectomy,第七節,門吻合術
75405B,19652,胰臟體部分切除術 Body partial pancreatectomy,第七節,門吻合術
75406B,14160,胰瘻切除術 Pancreatic fistulectomy,第七節,門吻合術
75407B,14555,胰囊腫至腸胃道之內部直接引流吻合術 Anastomosis of pancreatic cyst to GI tract direct internal drainage,第七節,門吻合術
75408B,20155,胰囊腫至腸胃道之Ｙ型內部吻合術 Anastomosis of pancreatic cyst to GI tract directinternal drainage (Roux-en-Y),第七節,門吻合術
75409B,10920,胰臟結石去除術 Removal pancreatic calculus,第七節,門吻合術
75410B,22890,胰臟次全切除術 Pancreatectomy subtotal 註：Puestow procedure,第七節,門吻合術
75411B,34271,胰臟全切除術 Total pancreatectomy (95%),第七節,門吻合術
75412B,68870,"Whipple 氏胰、十二指腸切除術 Pancreatico-duodenectomy, Whipple type,with reconstruction",第七節,門吻合術
75413B,22847,胰臟空腸吻合術 Pancreatico-Jejunostomy 註：以 end to end 或 side to side 術式實施。,第七節,門吻合術
75414B,12799,胰囊腫造袋術,第七節,門吻合術
75415B,21425,胰臟尾端部分切除術-脾臟保留 Distal partial pancreatectomy - spleen preservation,第七節,門吻合術
75416B,20650,胰臟體部分切除術-脾臟保留 Body partial pancreatectomy - spleen preservation,第七節,門吻合術
75417B,68870,"Whipple 氏胰、十二指腸切除術 幽門保留式 Pancreatico-duodenectomy, Whipple type,with reconstruction (pylorus sparing whipple op)",第七節,門吻合術
75420B,14082,腹腔鏡胰組織切片術 Laparoscopic incisional biopsy of pancreas,第七節,門吻合術
75421B,17867,腹腔鏡胰臟腫瘤或囊腫切除或摘除術 Laparoscopic excision or enucleation of pancreatic tumor or cyst,第七節,門吻合術
75422B,30337,腹腔鏡遠端胰臟尾端切除術 Laparoscopic distal pancreatectomy 註：執行「機械手臂輔助胰臟尾端部分切除術」，須符合下列規 範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢 具理由後補登錄。,第七節,門吻合術
75423B,28050,腹腔鏡胰臟體部分切除術 Laparoscopic body partial pancreatectomy 註：執行「機械手臂輔助胰臟體部分切除術」，須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證,第七節,門吻合術
75424B,19329,腹腔鏡胰臟結石去除術 Laparoscopic Removal pancreatic calculus,第七節,門吻合術
75425B,32675,腹腔鏡次全胰臟切除術 Laparoscopic subtotal pancreatectomy,第七節,門吻合術
75426B,48919,腹腔鏡胰臟全切除術 Laparoscopic total pancreatectomy,第七節,門吻合術
75428B,34862,腹腔鏡胰臟空腸吻合術 Laparoscopic Pancreatico-Jejunostomy 註：以 end to end 或 side to side 術式實施。,第七節,門吻合術
75429B,30582,腹腔鏡胰臟尾端切除術-脾臟保留 Laparoscopic distal pancreatectomy- spleen preservation 註：執行「機械手臂輔助胰臟尾端部分切除術-脾臟保留」，須符 合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」認證學會認證醫師資 格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者 本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢,第七節,門吻合術
75601C,3721,腹壁膿瘍引流術 Drainage of abdominal wall abscess,第七節,1.執行人員及醫院資格須通過衛生福利部（前衛生署）小腸移植
75602C,5719,－ 良性 benign,第七節,腹壁腫瘤切除術
75603B,16313,－ 惡性 malignant,第七節,腹壁腫瘤切除術
75604B,17860,－ 併腸切除with bowel resection,第七節,腹壁腫瘤切除術
75605C,14011,－ 無腸切除without bowel resection,第七節,腹壁腫瘤切除術
75606B,13985,－ 併腸切除 with bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75607C,11292,－ 無腸切除 without bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75608B,12853,腰椎疝氣修補術 Repair of lumbar hernia,第七節,腹腔鏡鼠蹊疝氣修補術
75609B,1100,腹腔膿瘍灌洗 Peritoneal lavage,第七節,腹腔鏡鼠蹊疝氣修補術
75610B,12422,腹腔鏡疝氣修補術 Laparoscopic herniorrhaphy,第七節,腹腔鏡鼠蹊疝氣修補術
75611C,16867,腹壁疝氣修補術，嵌頓性 － 無腸切除 Repair of ventral hernia incarceration-without bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75612C,15027,腹壁疝氣修補術，復發性 － 無腸切除 Repair of ventral hernia recurrence-without bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75613C,12890,鼠蹊疝氣修補術，嵌頓性－ 無腸切除 Repair of inguinal hernia incarceration -without bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75614C,12565,鼠蹊疝氣修補術，復發性－ 無腸切除 Repair of inguinal hernia recurrence - without bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75615C,13921,股疝氣修補術－ 無腸切除 Repair of femoral hernia - without bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75616B,29271,－ 併腸切除with bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75617C,23263,－ 無腸切除without bowel resection,第七節,腹腔鏡腹壁疝氣修補術
75618B,22920,－ 併腸切除 with bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75619C,19987,－ 無腸切除 without bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75620B,19611,腹腔鏡腰椎疝氣修補術 Laparoscopic repair of lumbar hernia,第七節,腹腔鏡鼠蹊疝氣修補術
75621C,27644,腹腔鏡腹壁疝氣修補術，嵌頓性－無腸切除 Laparoscopic Repair of ventral hernia incarceration-without bowel resection 註：執行「機械手臂輔助腹壁疝氣修補術，嵌頓性-無腸切除」， 須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」、「泌尿科」認證學會 認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證,第七節,腹腔鏡腹壁疝氣修補術
75622C,26597,腹腔鏡腹壁疝氣修補術，復發性－無腸切除 Laparoscopic Repair of ventral hernia recurrence-without bowel resection 註：執行「機械手臂輔助腹壁疝氣修補術，復發性-無腸切除」， 須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」、「泌尿科」認證學會 認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者,第七節,腹腔鏡腹壁疝氣修補術
75623C,21125,腹腔鏡鼠蹊疝氣修補術，嵌頓性－無腸切除 Laparoscopic Repair of inguinal hernia incarceration -without bowel resection 註：執行「機械手臂輔助鼠蹊疝氣修補術，嵌頓性-無腸切除」， 須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」、「泌尿科」認證學 會認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者,第七節,腹腔鏡鼠蹊疝氣修補術
75624C,22239,腹腔鏡鼠蹊疝氣修補術，復發性－無腸切除 Laparoscopic Repair of inguinal hernia recurrence - without bowel resection 註：執行「機械手臂輔助鼠蹊疝氣修補術，復發性-無腸切除」， 須符合下列規範： 1.醫師資格： (1)具機械手臂輔助手術系統「消化外科」、「泌尿科」認證學 會認證醫師資格。 (2)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證 方式及認證培訓機構證明)予保險人審核通過。 2.執行手術之醫師名單應報經保險人核定。 3.其手術費按保險人規範之未列項申報方式辦理，比照本項申 報，並於申報費用後二個月內應上傳手術相關資訊，未上傳者,第七節,腹腔鏡鼠蹊疝氣修補術
75625C,22816,腹腔鏡股疝氣修補術－無腸切除 Laparoscopic Repair of femoral hernia - without bowel resection,第七節,腹腔鏡鼠蹊疝氣修補術
75801C,13076,腹腔內膿瘍引流術治療急性穿孔性腹膜炎 Drainage of intraabdominal abscess for acute perforation peritonitis 註：腸曲膿瘍引流術(drainage of interloop abscess)比照申報。,第七節,腹腔鏡鼠蹊疝氣修補術
75802B,12415,膈下膿瘍引流術 Drainage of subphrenic abscess 註：後腹腔或肝上膿瘍引流術(retroperitoneal or suprahepatic abscess drainage) 比照申報。,第七節,腹腔鏡鼠蹊疝氣修補術
75803C,9594,－ 經腹 transabdominal,第七節,骨盆腔膿瘍引流術
75804C,4030,－ 經肛門 transanal,第七節,骨盆腔膿瘍引流術
75805B,11947,剖腹探查術 Exploratory laparotomy 註：如即時手術，按各該手術項目支付點數申報。,第七節,骨盆腔膿瘍引流術
75806B,13263,"腹腔良性腫瘤切除術 Excision of intraabdominal tumor, benign",第七節,骨盆腔膿瘍引流術
75807B,17569,"後腹腔良性腫瘤切除術 Excision of retroperitoneal tumor, benign",第七節,骨盆腔膿瘍引流術
75808B,9567,腹腔內異物卻除術 Removal of intraabdominal foreign body,第七節,骨盆腔膿瘍引流術
75809B,9629,後腹腔剖腹探查術 Retroperitoneal exploratory laparotomy,第七節,骨盆腔膿瘍引流術
75810B,17703,"腹腔惡性腫瘤切除術 Excision of intraabdominal tumor, malignant",第七節,骨盆腔膿瘍引流術
75811B,22354,"後腹腔惡性腫瘤切除術併後腹腔淋巴腺摘除術 Excision of retroperitoneal tumor, malignant with retroperitoneal lymphadenectomy",第七節,骨盆腔膿瘍引流術
75812B,9858,腹腔靜脈分流術 Peritoneo-Venous shunt,第七節,骨盆腔膿瘍引流術
75813B,9373,臍尿管或瘻管切除術與部分膀胱切除術 Excision of Urachal duct or fistula with partial cystectomy,第七節,骨盆腔膿瘍引流術
75814B,8037,－ 簡單 simple with/without reconstruction,第七節,腹壁損傷修復術
75815B,12783,－ 廣泛性 extensive with reconstruction or prosthesis,第七節,腹壁損傷修復術
